block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
116,cube0,0.336970,556,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
116,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.381212,2279,1,64,1,64,1,64,1.538462,1.538462,1.538462,
116,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.847273,3048,65,0,1,64,1,64,100.000000,1.538462,34.358974,
117,cube0,0.302424,499,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
117,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.493939,2465,65,0,65,0,65,0,100.000000,100.000000,100.000000,
117,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.658182,2736,1,64,65,0,65,0,1.538462,100.000000,67.179489,
118,cube0,0.360000,594,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
118,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.532121,2528,1,64,11,54,11,54,1.538462,16.923077,11.794871,
118,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.535151,2533,1,64,54,11,56,9,1.538462,84.615387,56.923077,
119,cube0,0.349091,576,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
119,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561212,2576,65,0,55,10,55,10,100.000000,84.615387,89.743591,
119,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.672121,2759,65,0,11,54,11,54,100.000000,16.923077,44.615383,
120,cube0,0.347273,573,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
120,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547273,2553,1,64,0,64,2,64,1.538462,1.538462,1.538462,
120,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,1,64,2,64,0,64,1.538462,1.538462,1.538462,
121,cube0,0.287879,475,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
121,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.693333,2794,65,0,64,0,66,0,100.000000,100.000000,100.000000,
121,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.573939,2597,65,0,66,0,64,0,100.000000,100.000000,100.000000,
122,cube0,0.346061,571,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
122,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.546061,2551,65,0,1,64,1,64,100.000000,1.538462,34.358974,
122,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856364,3063,65,0,1,64,1,64,100.000000,1.538462,34.358974,
123,cube0,0.303636,501,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
123,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.624242,2680,1,64,65,0,65,0,1.538462,100.000000,67.179489,
123,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,1,64,65,0,65,0,1.538462,100.000000,67.179489,
124,cube0,0.370303,611,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
124,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.824849,3011,1,64,1,64,1,64,1.538462,1.538462,1.538462,
124,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792727,2958,1,64,1,65,1,63,1.538462,1.538462,1.538462,
125,cube0,0.330909,546,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
125,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.440606,2377,65,0,64,0,66,0,100.000000,100.000000,100.000000,
125,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.526667,2519,65,0,65,0,65,0,100.000000,100.000000,100.000000,
126,cube0,0.315152,520,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
126,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.563636,2580,1,64,1,64,1,64,1.538462,1.538462,1.538462,
126,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.506667,2486,1,64,1,65,1,63,1.538462,1.538462,1.538462,
127,cube0,0.344848,569,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
127,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732121,2858,65,0,65,0,65,0,100.000000,100.000000,100.000000,
127,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.680606,2773,65,0,65,0,65,0,100.000000,100.000000,100.000000,
128,cube0,0.316364,522,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
128,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406667,2321,1,64,1,64,1,64,1.538462,1.538462,1.538462,
128,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.510303,2492,65,0,65,0,65,0,100.000000,100.000000,100.000000,
129,cube0,0.348485,575,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
129,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.490909,2460,65,0,65,0,65,0,100.000000,100.000000,100.000000,
129,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.618788,2671,1,64,1,64,1,64,1.538462,1.538462,1.538462,
130,cube0,0.335758,554,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
130,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.391515,2296,1,64,1,64,1,64,1.538462,1.538462,1.538462,
130,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441818,2379,1,64,1,64,1,64,1.538462,1.538462,1.538462,
131,cube0,0.374545,618,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
131,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.608485,2654,65,0,65,0,65,0,100.000000,100.000000,100.000000,
131,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667273,2751,65,0,65,0,65,0,100.000000,100.000000,100.000000,
132,cube0,0.306061,505,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
132,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.550303,2558,1,64,1,63,1,65,1.538462,1.538462,1.538462,
132,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,1,64,7,59,7,57,1.538462,10.769231,7.692307,
133,cube0,0.309091,510,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
133,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.476364,2436,65,0,65,0,65,0,100.000000,100.000000,100.000000,
133,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,65,0,59,6,59,6,100.000000,90.769234,93.846153,
134,cube0,0.320000,528,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
134,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.577576,2603,1,64,1,64,1,64,1.538462,1.538462,1.538462,
134,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.495152,2467,1,64,1,64,1,64,1.538462,1.538462,1.538462,
135,cube0,0.352727,582,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
135,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.758182,2901,65,0,65,0,65,0,100.000000,100.000000,100.000000,
135,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,65,0,65,0,65,0,100.000000,100.000000,100.000000,
136,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
136,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.895758,3128,65,0,1,63,1,65,100.000000,1.538462,34.358974,
136,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756364,2898,65,0,1,64,1,64,100.000000,1.538462,34.358974,
137,cube0,0.306667,506,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
137,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.613939,2663,1,64,65,0,65,0,1.538462,100.000000,67.179489,
137,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,1,64,66,0,64,0,1.538462,100.000000,67.179489,
138,cube0,0.362424,598,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
138,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.554545,2565,1,64,3,62,3,62,1.538462,4.615385,3.589744,
138,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536970,2536,1,64,1,64,1,64,1.538462,1.538462,1.538462,
139,cube0,0.350303,578,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
139,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.686667,2783,65,0,63,2,63,2,100.000000,96.923080,97.948715,
139,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.692121,2792,65,0,65,0,65,0,100.000000,100.000000,100.000000,
140,cube0,0.349697,577,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
140,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515152,2500,1,64,8,57,8,57,1.538462,12.307693,8.717949,
140,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,1,64,1,64,1,64,1.538462,1.538462,1.538462,
141,cube0,0.286667,473,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
141,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.611515,2659,65,0,56,8,60,6,100.000000,89.230766,92.820511,
141,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,65,0,66,0,64,0,100.000000,100.000000,100.000000,
142,cube0,0.344848,569,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
142,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,1,64,1,64,1,64,1.538462,1.538462,1.538462,
142,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.923030,3173,1,64,1,64,1,64,1.538462,1.538462,1.538462,
143,cube0,0.290909,480,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
143,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.578182,2604,65,0,65,0,65,0,100.000000,100.000000,100.000000,
143,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441818,2379,65,0,65,0,65,0,100.000000,100.000000,100.000000,
144,cube0,0.369697,610,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
144,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,1,64,0,64,2,64,1.538462,1.538462,1.538462,
144,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.837576,3032,1,64,1,64,1,64,1.538462,1.538462,1.538462,
145,cube0,0.323636,534,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
145,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.603636,2646,65,0,66,0,64,0,100.000000,100.000000,100.000000,
145,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.650909,2724,65,0,65,0,65,0,100.000000,100.000000,100.000000,
146,cube0,0.347273,573,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
146,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529091,2523,1,64,1,64,1,64,1.538462,1.538462,1.538462,
146,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392121,2297,65,0,1,64,1,64,100.000000,1.538462,34.358974,
147,cube0,0.340606,562,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
147,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,65,0,65,0,65,0,100.000000,100.000000,100.000000,
147,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,1,64,66,0,64,0,1.538462,100.000000,67.179489,
148,cube0,0.330909,546,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
148,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.850909,3054,1,64,0,64,2,64,1.538462,1.538462,1.538462,
148,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.851515,3055,1,64,1,64,1,64,1.538462,1.538462,1.538462,
149,cube0,0.350909,579,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
149,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.424242,2350,65,0,64,0,66,0,100.000000,100.000000,100.000000,
149,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,65,0,66,0,64,0,100.000000,100.000000,100.000000,
150,cube0,0.329091,543,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
150,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.429091,2358,8,57,1,64,1,64,12.307693,1.538462,5.128205,
150,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.507273,2487,1,64,1,64,1,64,1.538462,1.538462,1.538462,
151,cube0,0.372727,615,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
151,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497576,2471,58,7,64,0,66,0,89.230766,100.000000,96.410255,
151,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.683030,2777,65,0,66,0,64,0,100.000000,100.000000,100.000000,
152,cube0,0.304848,503,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
152,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.418182,2340,1,64,16,49,16,49,1.538462,24.615385,16.923077,
152,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715152,2830,36,29,30,35,30,35,55.384617,46.153847,49.230770,
153,cube0,0.309091,510,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
153,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691515,2791,65,0,49,16,51,14,100.000000,76.923080,84.615387,
153,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.378182,2274,30,35,36,29,36,29,46.153847,55.384617,52.307693,
154,cube0,0.320000,528,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
154,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.604242,2647,1,64,6,63,8,53,1.538462,10.769231,7.692307,
154,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512121,2495,1,64,3,58,1,68,1.538462,3.076923,2.564103,
155,cube0,0.349697,577,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
155,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716970,2833,65,0,58,4,60,8,100.000000,90.769234,93.846153,
155,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.506061,2485,65,0,67,1,61,1,100.000000,98.461540,98.974358,
156,cube0,0.340606,562,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
156,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.793333,2959,65,0,1,64,1,64,100.000000,1.538462,34.358974,
156,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,65,0,1,64,1,64,100.000000,1.538462,34.358974,
157,cube0,0.304242,502,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
157,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.787273,2949,1,64,65,0,65,0,1.538462,100.000000,67.179489,
157,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.579394,2606,1,64,65,0,65,0,1.538462,100.000000,67.179489,
158,cube0,0.361212,596,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
158,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.567879,2587,1,64,0,64,2,64,1.538462,1.538462,1.538462,
158,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.446667,2387,1,64,65,1,63,1,1.538462,98.461540,66.153847,
159,cube0,0.351515,580,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
159,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.766667,2915,65,0,65,0,65,0,100.000000,100.000000,100.000000,
159,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.692121,2792,65,0,3,62,1,64,100.000000,3.076923,35.384617,
160,cube0,0.347879,574,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
160,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392727,2298,1,64,1,64,1,64,1.538462,1.538462,1.538462,
160,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.825455,3012,1,64,1,64,1,64,1.538462,1.538462,1.538462,
161,cube0,0.290303,479,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
161,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.571515,2593,65,0,64,0,66,0,100.000000,100.000000,100.000000,
161,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.840000,3036,65,0,66,0,64,0,100.000000,100.000000,100.000000,
162,cube0,0.345455,570,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
162,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854545,3060,1,64,1,64,1,64,1.538462,1.538462,1.538462,
162,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.681212,2774,1,64,1,64,1,64,1.538462,1.538462,1.538462,
163,cube0,0.293333,484,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
163,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.593939,2630,65,0,65,0,65,0,100.000000,100.000000,100.000000,
163,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.570909,2592,65,0,65,0,65,0,100.000000,100.000000,100.000000,
164,cube0,0.369091,609,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
164,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.531515,2527,1,64,2,64,0,64,1.538462,1.538462,1.538462,
164,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,1,64,1,64,1,64,1.538462,1.538462,1.538462,
165,cube0,0.323636,534,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
165,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.688485,2786,65,0,65,0,65,0,100.000000,100.000000,100.000000,
165,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,65,0,65,0,65,0,100.000000,100.000000,100.000000,
166,cube0,0.313939,518,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
166,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.379394,2276,1,64,1,64,1,64,1.538462,1.538462,1.538462,
166,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.504848,2483,65,0,1,64,1,64,100.000000,1.538462,34.358974,
167,cube0,0.340606,562,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
167,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.626061,2683,65,0,65,0,65,0,100.000000,100.000000,100.000000,
167,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.660000,2739,1,64,66,0,64,0,1.538462,100.000000,67.179489,
168,cube0,0.319394,527,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
168,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.849091,3051,65,0,4,60,6,60,100.000000,7.692307,38.461540,
168,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.541818,2544,1,64,1,64,1,64,1.538462,1.538462,1.538462,
169,cube0,0.349091,576,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
169,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623030,2678,1,64,63,4,59,4,1.538462,93.846153,63.076923,
169,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.635758,2699,65,0,63,0,67,0,100.000000,100.000000,100.000000,
170,cube0,0.335758,554,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
170,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456970,2404,1,64,1,64,1,64,1.538462,1.538462,1.538462,
170,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.563030,2579,1,64,1,66,1,62,1.538462,1.538462,1.538462,
171,cube0,0.374545,618,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
171,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580606,2608,65,0,63,0,67,0,100.000000,100.000000,100.000000,
171,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767879,2917,65,0,65,0,65,0,100.000000,100.000000,100.000000,
172,cube0,0.307273,507,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
172,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612727,2661,1,64,6,60,4,60,1.538462,7.692307,5.641026,
172,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.565455,2583,1,64,27,37,27,39,1.538462,41.538460,28.205128,
173,cube0,0.309091,510,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
173,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.610909,2658,65,0,61,4,61,4,100.000000,93.846153,95.897438,
173,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.620606,2674,65,0,41,24,37,28,100.000000,60.000000,73.333336,
174,cube0,0.318182,525,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
174,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.582424,2611,1,64,59,6,59,6,1.538462,90.769234,61.025642,
174,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,1,64,65,0,65,0,1.538462,100.000000,67.179489,
175,cube0,0.349697,577,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
175,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.745455,2880,65,0,7,58,7,58,100.000000,10.769231,40.512821,
175,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.578788,2605,65,0,1,64,1,64,100.000000,1.538462,34.358974,
176,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
176,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.995758,3293,1,64,1,64,1,64,1.538462,1.538462,1.538462,
176,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.903030,3140,65,0,1,64,1,64,100.000000,1.538462,34.358974,
