block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
238,cube0,0.373333,616,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
238,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,1,64,1,64,1,64,1.538462,1.538462,1.538462,
238,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.589091,2622,1,64,1,64,1,64,1.538462,1.538462,1.538462,
239,cube0,0.353333,583,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
239,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.721212,2840,65,0,65,0,65,0,100.000000,100.000000,100.000000,
239,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.720000,2838,65,0,64,0,66,0,100.000000,100.000000,100.000000,
240,cube0,0.352727,582,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
240,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.582424,2611,1,64,2,64,0,64,1.538462,1.538462,1.538462,
240,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.415151,2335,6,59,0,64,2,64,9.230769,1.538462,4.102564,
241,cube0,0.289697,478,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
241,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.615152,2665,65,0,65,0,65,0,100.000000,100.000000,100.000000,
241,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.507879,2488,60,5,65,0,65,0,92.307693,100.000000,97.435898,
242,cube0,0.356364,588,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
242,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,1,64,1,64,1,64,1.538462,1.538462,1.538462,
242,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.570909,2592,1,64,1,64,1,64,1.538462,1.538462,1.538462,
243,cube0,0.295758,488,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
243,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.742424,2875,65,0,65,0,65,0,100.000000,100.000000,100.000000,
243,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.679394,2771,65,0,65,0,65,0,100.000000,100.000000,100.000000,
244,cube0,0.365455,603,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
244,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789091,2952,23,42,1,64,1,64,35.384617,1.538462,12.820513,
244,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.838788,3034,1,64,1,64,1,64,1.538462,1.538462,1.538462,
245,cube0,0.323636,534,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
245,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.404242,2317,43,22,65,0,65,0,66.153847,100.000000,88.717949,
245,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,65,0,65,0,65,0,100.000000,100.000000,100.000000,
246,cube0,0.311515,514,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
246,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564242,2581,1,64,1,64,1,64,1.538462,1.538462,1.538462,
246,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.749697,2887,65,0,1,64,1,64,100.000000,1.538462,34.358974,
247,cube0,0.342424,565,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
247,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.638788,2704,65,0,65,0,65,0,100.000000,100.000000,100.000000,
247,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.483030,2447,1,64,65,0,65,0,1.538462,100.000000,67.179489,
248,cube0,0.315758,521,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
248,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.519394,2507,1,64,2,63,2,63,1.538462,3.076923,2.564103,
248,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,1,64,1,64,1,64,1.538462,1.538462,1.538462,
249,cube0,0.352121,581,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
249,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.790909,2955,65,0,66,1,62,1,100.000000,98.461540,98.974358,
249,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.653333,2728,65,0,63,0,67,0,100.000000,100.000000,100.000000,
250,cube0,0.329091,543,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
250,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,1,64,1,63,1,65,1.538462,1.538462,1.538462,
250,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.429697,2359,1,64,62,4,62,2,1.538462,95.384613,64.102562,
251,cube0,0.373939,617,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
251,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689697,2788,65,0,65,0,65,0,100.000000,100.000000,100.000000,
251,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.692727,2793,65,0,3,62,5,60,100.000000,6.153846,37.435898,
252,cube0,0.305455,504,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
252,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481212,2444,1,64,1,64,1,64,1.538462,1.538462,1.538462,
252,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.754545,2895,1,64,1,64,1,64,1.538462,1.538462,1.538462,
253,cube0,0.309091,510,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
253,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.523030,2513,65,0,65,0,65,0,100.000000,100.000000,100.000000,
253,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.562424,2578,65,0,66,0,64,0,100.000000,100.000000,100.000000,
254,cube0,0.321212,530,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
254,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,1,64,1,63,1,65,1.538462,1.538462,1.538462,
254,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512121,2495,1,64,1,64,1,64,1.538462,1.538462,1.538462,
255,cube0,0.348485,575,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
255,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,65,0,65,0,65,0,100.000000,100.000000,100.000000,
255,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.578182,2604,65,0,65,0,65,0,100.000000,100.000000,100.000000,
256,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
256,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.693939,2795,1,64,1,64,1,64,1.538462,1.538462,1.538462,
256,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,1,64,1,63,1,65,1.538462,1.538462,1.538462,
257,cube0,0.305455,504,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
257,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.626667,2684,65,0,66,0,64,0,100.000000,100.000000,100.000000,
257,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.730909,2856,65,0,65,0,65,0,100.000000,100.000000,100.000000,
258,cube0,0.366061,604,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
258,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,1,64,1,64,1,64,1.538462,1.538462,1.538462,
258,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.555758,2567,1,64,1,63,1,65,1.538462,1.538462,1.538462,
259,cube0,0.358182,591,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
259,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.743030,2876,65,0,66,0,64,0,100.000000,100.000000,100.000000,
259,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.727273,2850,65,0,65,0,65,0,100.000000,100.000000,100.000000,
260,cube0,0.375758,620,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
260,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.553939,2564,2,63,1,64,1,64,3.076923,1.538462,2.051282,
260,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,65,0,1,64,1,64,100.000000,1.538462,34.358974,
261,cube0,0.289697,478,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
261,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715758,2831,64,1,65,0,65,0,98.461540,100.000000,99.487183,
261,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.675758,2765,1,64,65,0,65,0,1.538462,100.000000,67.179489,
262,cube0,0.347879,574,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
262,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441212,2378,1,64,1,64,1,64,1.538462,1.538462,1.538462,
262,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.942424,3205,1,64,1,64,1,64,1.538462,1.538462,1.538462,
263,cube0,0.290909,480,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
263,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.560606,2575,65,0,65,0,65,0,100.000000,100.000000,100.000000,
263,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612121,2660,65,0,65,0,65,0,100.000000,100.000000,100.000000,
264,cube0,0.366667,605,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
264,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,65,0,1,64,1,64,100.000000,1.538462,34.358974,
264,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848485,3050,1,64,1,64,1,64,1.538462,1.538462,1.538462,
265,cube0,0.321818,531,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
265,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.643030,2711,1,64,66,0,64,0,1.538462,100.000000,67.179489,
265,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.544242,2548,65,0,64,0,66,0,100.000000,100.000000,100.000000,
266,cube0,0.310909,513,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
266,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.844242,3043,2,63,1,64,1,64,3.076923,1.538462,2.051282,
266,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.841212,3038,1,64,1,64,1,64,1.538462,1.538462,1.538462,
267,cube0,0.339394,560,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
267,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.565455,2583,64,1,65,0,65,0,98.461540,100.000000,99.487183,
267,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.520000,2508,65,0,65,0,65,0,100.000000,100.000000,100.000000,
268,cube0,0.315758,521,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
268,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.371515,2263,1,64,1,64,1,64,1.538462,1.538462,1.538462,
268,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.507273,2487,1,64,1,64,1,64,1.538462,1.538462,1.538462,
269,cube0,0.352121,581,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
269,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515758,2501,65,0,68,0,62,0,100.000000,100.000000,100.000000,
269,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,65,0,62,0,68,0,100.000000,100.000000,100.000000,
270,cube0,0.333333,550,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
270,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,1,64,1,64,1,64,1.538462,1.538462,1.538462,
270,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.819394,3002,1,64,1,64,1,64,1.538462,1.538462,1.538462,
271,cube0,0.370909,612,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
271,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732727,2859,65,0,65,0,65,0,100.000000,100.000000,100.000000,
271,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.566667,2585,65,0,65,0,65,0,100.000000,100.000000,100.000000,
272,cube0,0.307273,507,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
272,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.460000,2409,1,64,0,60,2,68,1.538462,1.538462,1.538462,
272,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.670909,2757,1,64,2,68,0,60,1.538462,1.538462,1.538462,
273,cube0,0.309091,510,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
273,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.603030,2645,65,0,63,0,67,0,100.000000,100.000000,100.000000,
273,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.721818,2841,65,0,67,0,63,0,100.000000,100.000000,100.000000,
274,cube0,0.320606,529,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
274,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.557576,2570,1,64,1,64,1,64,1.538462,1.538462,1.538462,
274,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.517576,2504,1,64,1,64,1,64,1.538462,1.538462,1.538462,
275,cube0,0.355152,586,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
275,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,65,0,65,0,65,0,100.000000,100.000000,100.000000,
275,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,65,0,65,0,65,0,100.000000,100.000000,100.000000,
276,cube0,0.337576,557,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
276,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.903636,3141,1,64,0,64,2,64,1.538462,1.538462,1.538462,
276,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499394,2474,1,64,13,53,11,53,1.538462,18.461538,12.820513,
277,cube0,0.306061,505,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
277,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.528485,2522,65,0,65,0,65,0,100.000000,100.000000,100.000000,
277,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.506667,2486,65,0,54,11,54,11,100.000000,83.076920,88.717949,
278,cube0,0.359394,593,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
278,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515758,2501,1,64,1,65,1,63,1.538462,1.538462,1.538462,
278,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.385455,2286,1,64,1,63,1,65,1.538462,1.538462,1.538462,
279,cube0,0.350303,578,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
279,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551515,2560,65,0,64,0,66,0,100.000000,100.000000,100.000000,
279,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543030,2546,65,0,66,0,64,0,100.000000,100.000000,100.000000,
280,cube0,0.351515,580,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
280,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543030,2546,1,64,0,64,2,64,1.538462,1.538462,1.538462,
280,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.584849,2615,65,0,1,63,1,65,100.000000,1.538462,34.358974,
281,cube0,0.292727,483,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
281,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,65,0,65,0,65,0,100.000000,100.000000,100.000000,
281,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.610909,2658,1,64,65,0,65,0,1.538462,100.000000,67.179489,
282,cube0,0.343636,567,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
282,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.581818,2610,1,64,1,64,1,64,1.538462,1.538462,1.538462,
282,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.569091,2589,1,64,1,64,1,64,1.538462,1.538462,1.538462,
283,cube0,0.296970,490,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
283,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.829091,3018,65,0,65,0,65,0,100.000000,100.000000,100.000000,
283,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666061,2749,65,0,65,0,65,0,100.000000,100.000000,100.000000,
284,cube0,0.368485,608,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
284,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,1,64,1,64,1,64,1.538462,1.538462,1.538462,
284,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.844242,3043,1,64,1,64,1,64,1.538462,1.538462,1.538462,
285,cube0,0.322424,532,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
285,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.411515,2329,65,0,66,0,64,0,100.000000,100.000000,100.000000,
285,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536970,2536,65,0,64,0,66,0,100.000000,100.000000,100.000000,
286,cube0,0.315152,520,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
286,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.928485,3182,18,47,1,64,1,64,27.692308,1.538462,10.256411,
286,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.855152,3061,1,64,1,63,1,65,1.538462,1.538462,1.538462,
287,cube0,0.338788,559,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
287,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547879,2554,48,17,66,0,64,0,73.846153,100.000000,91.282051,
287,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.453939,2399,65,0,65,0,65,0,100.000000,100.000000,100.000000,
288,cube0,0.315152,520,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
288,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.470909,2427,1,64,1,64,1,64,1.538462,1.538462,1.538462,
288,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527273,2520,1,64,1,64,1,64,1.538462,1.538462,1.538462,
289,cube0,0.350909,579,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
289,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,65,0,64,0,66,0,100.000000,100.000000,100.000000,
289,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.665455,2748,65,0,66,0,64,0,100.000000,100.000000,100.000000,
290,cube0,0.328485,542,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
290,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.516970,2503,1,64,1,64,1,64,1.538462,1.538462,1.538462,
290,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.821212,3005,1,64,1,64,1,64,1.538462,1.538462,1.538462,
291,cube0,0.370909,612,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
291,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.675151,2764,65,0,65,0,65,0,100.000000,100.000000,100.000000,
291,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.528485,2522,65,0,65,0,65,0,100.000000,100.000000,100.000000,
292,cube0,0.306061,505,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
292,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.422424,2347,1,64,2,71,0,57,1.538462,1.538462,1.538462,
292,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.748485,2885,1,64,0,57,2,71,1.538462,1.538462,1.538462,
293,cube0,0.309091,510,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
293,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.365455,2253,65,0,66,0,64,0,100.000000,100.000000,100.000000,
293,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716364,2832,65,0,64,0,66,0,100.000000,100.000000,100.000000,
294,cube0,0.320606,529,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
294,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.496364,2469,1,64,1,64,1,64,1.538462,1.538462,1.538462,
294,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.475758,2435,63,2,1,64,1,64,96.923080,1.538462,33.333332,
295,cube0,0.350909,579,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
295,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.657576,2735,65,0,65,0,65,0,100.000000,100.000000,100.000000,
295,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.510909,2493,3,62,65,0,65,0,4.615385,100.000000,68.205132,
296,cube0,0.341212,563,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
296,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.621212,2675,1,64,1,64,1,64,1.538462,1.538462,1.538462,
296,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.457576,2405,1,64,3,62,3,62,1.538462,4.615385,3.589744,
297,cube0,0.307879,508,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
297,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.576364,2601,65,0,65,0,65,0,100.000000,100.000000,100.000000,
297,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.435151,2368,65,0,63,2,63,2,100.000000,96.923080,97.948715,
298,cube0,0.362424,598,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
298,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.443030,2381,14,51,1,64,1,64,21.538462,1.538462,8.205129,
298,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.413333,2332,1,64,1,64,1,64,1.538462,1.538462,1.538462,
