block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
482,vector1,NA,NA,1.592121,2627,2.970346,2.333844,0.000000,0.000000,
483,cube0,0.293939,485,NA,NA,NA,NA,NA,NA,
483,vector0,NA,NA,1.553333,2563,2.970346,2.333844,0.000000,0.000000,
483,vector1,NA,NA,1.744848,2879,2.970346,2.333844,0.000000,0.000000,
484,cube0,0.365455,603,NA,NA,NA,NA,NA,NA,
484,vector0,NA,NA,1.509091,2490,2.970346,2.333844,0.000000,0.000000,
484,vector1,NA,NA,1.466061,2419,2.970346,2.333844,0.000000,0.000000,
485,cube0,0.323030,533,NA,NA,NA,NA,NA,NA,
485,vector0,NA,NA,1.562424,2578,2.970346,2.333844,0.000000,0.000000,
485,vector1,NA,NA,1.618182,2670,2.970346,2.333844,0.000000,0.000000,
486,cube0,0.310303,512,NA,NA,NA,NA,NA,NA,
486,vector0,NA,NA,1.493333,2464,2.970346,2.333844,0.000000,0.000000,
486,vector1,NA,NA,1.529697,2524,2.970346,2.333844,0.000000,0.000000,
487,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
487,vector0,NA,NA,1.650303,2723,2.970346,2.333844,0.000000,0.000000,
487,vector1,NA,NA,1.776364,2931,2.970346,2.333844,0.000000,0.000000,
488,cube0,0.315758,521,NA,NA,NA,NA,NA,NA,
488,vector0,NA,NA,1.520000,2508,2.970346,2.333844,0.000000,0.000000,
488,vector1,NA,NA,1.501212,2477,2.970346,2.333844,0.000000,0.000000,
489,cube0,0.355152,586,NA,NA,NA,NA,NA,NA,
489,vector0,NA,NA,1.676364,2766,2.970346,2.333844,0.000000,0.000000,
489,vector1,NA,NA,1.573333,2596,2.970346,2.333844,0.000000,0.000000,
490,cube0,0.332727,549,NA,NA,NA,NA,NA,NA,
490,vector0,NA,NA,1.410303,2327,2.970346,2.333844,0.000000,0.000000,
490,vector1,NA,NA,1.552121,2561,2.970346,2.333844,0.000000,0.000000,
491,cube0,0.375758,620,NA,NA,NA,NA,NA,NA,
491,vector0,NA,NA,1.487879,2455,2.970346,2.333844,0.000000,0.000000,
491,vector1,NA,NA,1.751515,2890,2.970346,2.333844,0.000000,0.000000,
492,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
492,vector0,NA,NA,1.563030,2579,2.970346,2.333844,0.000000,0.000000,
492,vector1,NA,NA,1.524242,2515,2.970346,2.333844,0.000000,0.000000,
493,cube0,0.310303,512,NA,NA,NA,NA,NA,NA,
493,vector0,NA,NA,1.787273,2949,2.970346,2.333844,0.000000,0.000000,
493,vector1,NA,NA,1.680606,2773,2.970346,2.333844,0.000000,0.000000,
494,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
494,vector0,NA,NA,1.520000,2508,2.970346,2.333844,0.000000,0.000000,
494,vector1,NA,NA,1.559394,2573,2.970346,2.333844,0.000000,0.000000,
495,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
495,vector0,NA,NA,1.800000,2970,2.970346,2.333844,0.000000,0.000000,
495,vector1,NA,NA,1.831515,3022,2.970346,2.333844,0.000000,0.000000,
496,cube0,0.344242,568,NA,NA,NA,NA,NA,NA,
496,vector0,NA,NA,1.440000,2376,2.970346,2.333844,0.000000,0.000000,
496,vector1,NA,NA,1.540606,2542,2.970346,2.333844,0.000000,0.000000,
497,cube0,0.308485,509,NA,NA,NA,NA,NA,NA,
497,vector0,NA,NA,1.481818,2445,2.970346,2.333844,0.000000,0.000000,
497,vector1,NA,NA,1.656364,2733,2.970346,2.333844,0.000000,0.000000,
498,cube0,0.365455,603,NA,NA,NA,NA,NA,NA,
498,vector0,NA,NA,1.536970,2536,2.970346,2.333844,0.000000,0.000000,
498,vector1,NA,NA,1.480606,2443,2.970346,2.333844,0.000000,0.000000,
499,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
499,vector0,NA,NA,1.618182,2670,2.970346,2.333844,0.000000,0.000000,
499,vector1,NA,NA,1.430909,2361,2.970346,2.333844,0.000000,0.000000,
500,cube0,0.347273,573,NA,NA,NA,NA,NA,NA,
500,vector0,NA,NA,1.531515,2527,2.970346,2.333844,0.000000,0.000000,
500,vector1,NA,NA,1.854545,3060,2.970346,2.333844,0.000000,0.000000,
501,cube0,0.289091,477,NA,NA,NA,NA,NA,NA,
501,vector0,NA,NA,1.780000,2937,2.970346,2.333844,0.000000,0.000000,
501,vector1,NA,NA,1.545455,2550,2.970346,2.333844,0.000000,0.000000,
502,cube0,0.346667,572,NA,NA,NA,NA,NA,NA,
502,vector0,NA,NA,1.370303,2261,2.970346,2.333844,0.000000,0.000000,
502,vector1,NA,NA,1.475152,2434,2.970346,2.333844,0.000000,0.000000,
503,cube0,0.293939,485,NA,NA,NA,NA,NA,NA,
503,vector0,NA,NA,1.534545,2532,2.970346,2.333844,0.000000,0.000000,
503,vector1,NA,NA,1.552121,2561,2.970346,2.333844,0.000000,0.000000,
504,cube0,0.366061,604,NA,NA,NA,NA,NA,NA,
504,vector0,NA,NA,1.670909,2757,2.970346,2.333844,0.000000,0.000000,
504,vector1,NA,NA,1.558788,2572,2.970346,2.333844,0.000000,0.000000,
505,cube0,0.323030,533,NA,NA,NA,NA,NA,NA,
505,vector0,NA,NA,1.589697,2623,2.970346,2.333844,0.000000,0.000000,
505,vector1,NA,NA,1.601212,2642,2.970346,2.333844,0.000000,0.000000,
506,cube0,0.319394,527,NA,NA,NA,NA,NA,NA,
506,vector0,NA,NA,1.427879,2356,2.970346,2.333844,0.000000,0.000000,
506,vector1,NA,NA,1.490909,2460,2.970346,2.333844,0.000000,0.000000,
507,cube0,0.341212,563,NA,NA,NA,NA,NA,NA,
507,vector0,NA,NA,1.518182,2505,2.970346,2.333844,0.000000,0.000000,
507,vector1,NA,NA,1.711515,2824,2.970346,2.333844,0.000000,0.000000,
508,cube0,0.312727,516,NA,NA,NA,NA,NA,NA,
508,vector0,NA,NA,1.553333,2563,2.970346,2.333844,0.000000,0.000000,
508,vector1,NA,NA,1.594545,2631,2.970346,2.333844,0.000000,0.000000,
509,cube0,0.352121,581,NA,NA,NA,NA,NA,NA,
509,vector0,NA,NA,1.701818,2808,2.970346,2.333844,0.000000,0.000000,
509,vector1,NA,NA,1.666667,2750,2.970346,2.333844,0.000000,0.000000,
510,cube0,0.333333,550,NA,NA,NA,NA,NA,NA,
510,vector0,NA,NA,1.513333,2497,2.970346,2.333844,0.000000,0.000000,
510,vector1,NA,NA,1.850909,3054,2.970346,2.333844,0.000000,0.000000,
511,cube0,0.371515,613,NA,NA,NA,NA,NA,NA,
511,vector0,NA,NA,1.658182,2736,2.970346,2.333844,0.000000,0.000000,
511,vector1,NA,NA,1.743636,2877,2.970346,2.333844,0.000000,0.000000,
